Cantidad de Nodos;Cantidad de Ejes;Tiempo generando Mst;Tiempo calculando raiz
39;741;0.000224;1.9e-05
39;741;0.000224;1.8e-05
39;741;0.000225;1.7e-05
39;741;0.000223;1.7e-05
39;741;0.000226;1.8e-05
39;741;0.000223;1.8e-05
39;741;0.000221;1.8e-05
39;741;0.00023;1.8e-05
39;741;0.000225;1.8e-05
39;741;0.00022;1.8e-05
39;741;0.000222;1.8e-05
39;741;0.000227;1.8e-05
39;741;0.000226;1.8e-05
39;741;0.000228;1.8e-05
39;741;0.000226;1.7e-05
39;741;0.000224;1.8e-05
39;741;0.000224;1.9e-05
39;741;0.000224;1.9e-05
39;741;0.000227;1.9e-05
39;741;0.000223;1.8e-05
39;741;0.000223;1.9e-05
39;741;0.000225;1.8e-05
40;780;0.000239;1.8e-05
40;780;0.000239;1.8e-05
40;780;0.000236;1.9e-05
40;780;0.000235;1.8e-05
40;780;0.000233;1.9e-05
40;780;0.000231;1.8e-05
40;780;0.000235;1.8e-05
40;780;0.000232;1.8e-05
40;780;0.000237;1.8e-05
40;780;0.000245;1.7e-05
40;780;0.000236;1.7e-05
40;780;0.000239;1.8e-05
40;780;0.000239;1.9e-05
40;780;0.000232;1.7e-05
40;780;0.000234;1.7e-05
40;780;0.000237;1.9e-05
40;780;0.000236;1.8e-05
40;780;0.00023;1.9e-05
40;780;0.000231;1.8e-05
40;780;0.000231;1.7e-05
40;780;0.000239;1.8e-05
40;780;0.000235;1.8e-05
40;780;0.000237;1.8e-05
40;780;0.000236;1.8e-05
40;780;0.000253;1.9e-05
40;780;0.00024;1.8e-05
40;780;0.000257;1.9e-05
40;780;0.000237;1.7e-05
40;780;0.000236;1.8e-05
40;780;0.000239;1.8e-05
40;780;0.000235;1.8e-05
40;780;0.000239;1.9e-05
40;780;0.000236;1.9e-05
40;780;0.000242;1.7e-05
40;780;0.00024;1.8e-05
40;780;0.000258;2.3e-05
40;780;0.000246;1.9e-05
40;780;0.000241;1.9e-05
40;780;0.000235;1.9e-05
40;780;0.000236;1.9e-05
40;780;0.000243;1.9e-05
40;780;0.000236;1.9e-05
40;780;0.000233;1.8e-05
40;780;0.000234;1.8e-05
40;780;0.00024;1.8e-05
40;780;0.000236;1.8e-05
40;780;0.000236;1.8e-05
40;780;0.000237;1.9e-05
40;780;0.000236;1.9e-05
40;780;0.000238;1.8e-05
